TranslatedRecipeName,ingredients_parsed
Pasta In Tomato Onion Chutney Recipe,tomato chillies spaghetti pasta pasta (penne olive cloves garlic onion pepper powder
Minced Meat And Egg Croquettes Recipe,cumin powder chilli powder flour ginger garlic paste onion mutton coriander powder eggs turmeric powder bread crumbs sunflower
Whole Wheat Beetroot Paratha Recipe,flour cumin powder chilli powder ghee paratha beetroots turmeric powder
Karwar Style Khatkhate Recipe (Mixed Vegetable Curry With Toor Dal & Coconut),arhar dal sunflower coconut mixed vegetables coriander powder turmeric powder kokum soak juice sichuan peppercorns
Khatti Meethi Mirchi Ki Sabzi Recipe,amchur asafoetida chilli powder coriander lemon peanuts coriander powder turmeric powder chillies garam masala powder sunflower
Cold Pasta Salad With Potatoes And Green Peas Recipe,penne pasta peas iceberg lettuce lemon italian classic mayonnaise potatoes pepper powder
Chocolate Toast Recipe Topped With Pumpkin & Sunflower Seeds,sunflower bread butter apply bread pumpkin dark chocolate flax vanilla sesame
Bihari Suran Chutney Recipe (Bihar Style Elephant Yam Chutney),elephant yam ginger mustard asafoetida coriander ajwain chilli powder mustard powder onion lemon turmeric powder chillies
Chicken And Basil Quiche Recipe,chicken breasts eggs milk cloves garlic basil chilli flakes onion thyme pepper flour icing butter oregano
Spinach and Dill Tart With Roasted Peppers Recipe,bell pepper britannia cheese garlic dill spinach cloves garlic butter pea flour
Besan methi paratha recipe,cumin powder flour amchur asafoetida ajwain methi chilli powder gram flour cumin ghee parathas coriander powder bind garam masala powder sunflower
Palak Kichadi Recipe,tomato chillies tofu rice bay asafoetida peas cloves garlic pink masoor dal onion garlic cinnamon stick cumin ghee broccoli florets turmeric powder spinach garam masala powder
Paneer Onion Paratha Recipe,knead flour coriander paneer chaat masala powder chilli powder onion ghee roasting coriander powder chillies garam masala powder sunflower
Spicy Coconut Peanut Stuffed Baby Brinjal Recipe,tomato mustard brinjal mustard chilli powder cloves garlic coconut coriander cumin peanuts coriander powder sesame garam masala powder
Zoodles In Tomato And Cashew Cream Sauce Recipe (Vegan),tomato pepper powder basil cashew nuts smooth paste cloves garlic olive zucchini spiralised onion oregano
Andhra Style Erra Kaaram Dosa Recipe (Spicy Red Chilli Chutney Dosa Recipe),idli dosa batter mustard gram dal cloves garlic chillies onion tamarind sunflower
Bengali Posto Porota Recipe (Spiced Poppy Seed Parathas),chillies flour coriander ghee paranthas kalonji nigella curd poppy onion sesame
Lemon Chicken Chicken Recipe - Chicken with Gandharaja Lemon & Green Chili,kaffir lime chilli mustard gondhoraj lebu juice ginger juliennes ginger juice peppercorns curd onion chicken garlic pepper powder gondhoraj lebu lemon chilli paste
Spinach Egg Muffins Recipe,tomato onion garlic pepper powder eggs spinach sunflower
Thai Green Curry with Chicken & Red Rice Recipe,coriander peppercorns cloves garlic carrot coriander cumin mattaice chicken breasts sunflower basil kaffir lime coconut milk thai curry paste stalks lemongrass mushrooms onion spring onion ginger basil chillies thai bird chillies
Butter Coriander & Lemon Sweet Corn Recipe,chilli coriander chaat masala powder chilli powder lemon corn butter
Kashmiri Style Dum Oluv Recipe - Dum Aloo Recipe,cardamom hung curd till smooth bay cardamom podsseeds kashmiri chilli powder mixed fennel ginger powder cinnamon stick cumin potatoes cloves sunflower
Tamil Nadu Style Karamani Murungakkai Kuzhambu Recipe-Black eyed Beans & Drumstick Curry,cardamom podsseeds fennel chilli powder cloves garlic drumstick peppercorns pearl onion chilli cinnamon stick onion cloves coriander powder eyed beans sunflower
Karwar Style Lasani Kadhi Recipe - Kokum And Coconut Milk Curry,cocunut milk coriander kokum mustard jaggery cloves garlic cumin chillies sunflower
Pudina Mavinakayi Chutney Recipe - Mint Mango Chutney,ginger coriander coconut mustard chilli mango urad dal lemon mint chillies sunflower
Crispy Potato Roses Recipe,kosher italian garlic powder pepper powder parmesan cheese potato butter
Goan Sweet Khatkhati Recipe (Coconut Candy),sesame jaggery ghee greasing plate cardamom powder peanuts coconut
Goan Prawns Vindaloo Recipe,tomato mustard cardamom podsseeds pepper corns cinnamon stick chillies onion garlic methi coriander cumin cloves vinegar cloves ginger turmeric powder prawns sunflower
Spicy Haryana Style Egg Curry Recipe,tomato coriander paneer peas chilli powder ginger garlic paste onion coriander powder eggs turmeric powder chillies garam masala powder
Achari Amla Mirchi Vegetable Recipe - Gooseberry & Green Chilli Vegetable,achari masala chilli mustard fennel asafoetida jaggery chilli powder amla bite cubes methi turmeric powder sunflower
Mughlai Style Aloo Matar Gobi Gravy Recipe,fennel saffron strands peas curd chillies onion cumin coriander cinnamon stick cloves cardamom podsseeds potato cloves butter cauliflower florets
Kimami Sewai Recipe,khoya ghee milk raisins coconut badam phool makhana cardamom powder cashews semiya
 Chammanthi Chutney Recipe,ginger coconut asafoetida mustard curry chillies onion
Red Beans And Oats Cutlet Recipe,sunflower cutlets cumin powder ginger coriander soy granules chilli powder cloves garlic onion rajma oats dust
Cantonese Style Chicken Chowmein Recipe,fish sauce spring onion greens ginger chicken eggs noodles bok choy rice wine vinegar sesame soy sauce carrot oyster sauce yellow bell peppers garlic pepper powder chilli sauce cabbage
Milk Braid Rolls Recipe,eggs milk yeast vivatta maida vanilla caster sesame gram butter
Chilli Chocolate Cookies Recipe,chocolate bar chocolate bar flour chilli powder chocolate chips vanilla cocoa powder eggs butter
Provençal Tomato Rice Soup Recipe,tomato orange cloves garlic olive carrot rice semi fennel powder onion thyme basil
Aloo Subz Dum Biryani Recipe,tomato del monte corn kernels coriander carrot onion turmeric powder chilli cardamom podsseeds saffron strands dissolved milk garam masala powder beans basmati rice min chilli powder curd lemon ghee ginger garlic paste cinnamon stick potato cloves
Mushroom filled Vol-au-Vent Recipe,cloves garlic chilli flakes peppercorns lemon tme mushrooms puff pastry sheet
Tomato Poha With Peas Recipe,tomato chilli mustard poha fennel asafoetida coriander peas cloves garlic chilli powder curry onion lemon coriander powder turmeric powder sunflower
Methi Sprouts Salad Recipe - Healthy & Tasty Diabetic Snack,tomato methi sprouts chaat masala powder peanuts coriander onion lemon pepper powder
Lebanese Style Caramelized Onion Pilaf with Fried eggs Recipe,cumin powder eggs foxtail millet pepper powder cloves garlic onion cinnamon stick cumin corn pepper masoor dal
Thai Style Paneer Toast Recipe,bread chillies chilli eggs paneer soy sauce cloves garlic peppercorns coriander coriander sesame
Sprouted Moong Chaat Recipe,tomato jaggery cloves garlic chaat masala powder curry onion cumin turmeric powder chillies sunflower chilli coriander juice lemon pomegranate fruit kernels mint mustard moong sprouts mint lemon ginger coriander badam
Hunase Saaru Recipe - Mysore Style Spicy Tamarind Rasam,asafoetida mustard ghee jaggery tamarind pulped rasam powder chilly powder curry chillies cumin
Eggless Custard Cookie Recipe,powder vanilla custard powder vanilla flour icing butter
Egg Dosa Recipe,chillies rice coriander sunflower drizzling urad dal onion methi eggs chana dal grinding oats
Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo Recipe,cumin powder corn flour sunflower amchur chilli powder peppercorns coriander potatoes rice flour bread crumbs del monte cheesy garlic mayo
Baked Palak Ki Mathri Recipe (Baked Spinach Spicy Tea-Time Crackers),flour ghee ajwain sooji spinach
Mixed Vegetable Handi Recipe,tomato kashmiri chilli powder coriander carrot onion cumin turmeric powder sunflower chilli mint garam masala powder beans cauliflower curd garlic lemon mushrooms kasuri methi butter cashew nuts ginger bay paneer peas corn bell pepper coriander powder
Frozen Royal Crumb Recipe,ghee pistachios milk badam bread shape milk thandai masala
Macha Mahura Recipe - Odia Style Fish Curry With Vegetables,elephant yam parangikai pumpkin fennel plantain stem peppercorns ginger garlic paste coriander colocasia root badi cumin cinnamon stick panch phoran masala turmeric powder onion rohu fish cloves kala chana sunflower
Amarod Wright Recipe - Guava Wright,guava mustard asafoetida chilli curd urad dal curry sunflower
Roasted Pumpkin Spinach and Walnut Spaghetti Recipe,mixed herbs spaghetti pasta chilli flakes olive cloves garlic parangikai pumpkin skin spinach walnuts
Oat Banana Pancakes Recipe,bananas spotty powder chocolate sauce butter coconut strawberries vanilla buttermilk oats
Mutton Dum Biryani Recipe,tomato basmati rice dagad phool onion flour sealing vessel turmeric powder chillies sunflower cardamom podsseeds mace mint garam masala powder garlic cloves chilli powder mutton curry ginger hung curd bay ghee cinnamon stick milk saffron strands ginger garlic paste cinnamon stick cloves
Pita Saga Bati Basa Recipe,tomato mustard mustard brinjal potato cloves garlic pita saga onion cumin badi turmeric powder chillies
Mint Coriander Spice Pulao Recipe,rice ghee coriander fennel bay cinnamon stick mint star anise
Maharashtrian Green Chilli Thecha Recipe,mustard asafoetida cloves garlic chillies sunflower
Tart Provencal With Ratatouille Recipe,yellow bell pepper tomato bell pepper using butter japanese eggsplant peppercorns cloves garlic olive onion gruyere cheese zucchini flour tme parsley marjoram yellow zucchini butter
Chettinad Kathirikai Chops Recipe - Brinjal Curry for Biryani,tomato ginger mustard brinjal sesame asafoetida jaggery chilli powder cloves garlic curry onion cumin peanuts tamarind paste gingelly turmeric powder chillies garam masala powder
Shanghai Style Mantou Recipe - Pan Fried Momos,bell pepper ginger broccoli tiny florets spring onion cloves garlic hoisin sauce pepper powder flour chilli sauce
Karnataka Style Southekayi Sippe Chutney Recipe (Mangalore Cucumber Peel Chutney Recipe),coconut mustard jaggery curry urad dal chillies tamarind mangalorean cucumber chana dal sunflower
Savory Semolina Breakfast Pudding Recipe,rye ginger ghee asafoetida carrot curry semolina urad dal beans onion lemon chillies
Masala Dosa Recipe With Vegetable Filling Recipe,tomato bell pepper sunflower castor ginger mustard asafoetida coriander cloves garlic urad dal curry chilli methi cumin dosa rice onion chillies remove
Almond Nu Gosht Recipe - Badam Nu Gosht Recipe,tomato almonds ginger ghee mutton bd cinnamon milk chillies onion bay bud garlic pepper
Mizoram Style Arsa Beipenek Recipe  - Spicy Chicken Stew,flour ginger mustard cloves garlic chilli coriander onion chicken turmeric powder
Konkan Style Modachia Mangachi MT Recipe-Sprouted Mong Bean Curry,ginger sunflower ghee asafoetida mustard coconut chilli powder cloves garlic kokum tomato curry chillies onion cumin moong dal turmeric powder
Pudina Tambuli Recipe,chilli coconut ghee mustard peppercorns curry chilli cumin buttermilk mint
Eggless Spicy Spinach Bread Recipe,powder spinach bunch milk cloves garlic curd onion sesame flour chillies sunflower
Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),flour ginger makki ka atta cumin powder chilli powder spinach sunflower
Egg White Frittata With Roasted Vegetables Recipe,yellow bell pepper cheese eggs olive broccoli beetroot oregano
Aloo Dal Pakoras Recipe,ginger coriander fennel asafoetida chilli powder moong dal hour lemon chillies coriander powder potato turmeric powder sunflower
Roasted Potato Wrap/Roll Recipe With Spiced Cheese Spread,spicy chilli sauce cloves garlic olive onion bell pepper potato tortillas britannia cheese asli pepper oregano
Vankaya Ulli Karam Recipe - Eggplant In Spicy Onion Gravy,tomato ginger coriander brinjal cloves garlic coriander onion cumin methi chillies sunflower
Vetrilai Thogayal Recipe - Paan Chutney Recipe,asafoetida cloves garlic urad dal betel vetrilai coriander onion cumin tamarind chana dal sunflower
Batata Nu Shaak Recipe,tomato turmeric powder coriander ginger asafoetida chilli powder mustard coriander powder potatoes cumin
Spicy Jawla Stuffed In Brinjal Recipe,sunflower tamarind coconut brinjal chilli powder chillies onion coconut coriander methi lemon turmeric powder ginger paste jawla fish sieve manuy garlic paste
Verkadalai Sundal- Peanut Sundal Recipe,ginger coriander asafoetida mustard coconut sesame curry urad dal peanuts chillies
Paneer Raw Mango Curry Recipe,coconut milk ginger coconut paneer mustard chilli powder cloves garlic drumstick coconut mango pearl onion chillies onion curry coriander powder turmeric powder chillies sunflower
Badam and Khus Khus Milk Recipe,pistachios milk saffron strands poppy badam cardamom powder jaggery glazed cherries
Bhut Jolokia Murgh Recipe,tomato cumin powder ginger kashmiri chilli powder ghee coriander cloves garlic onion chicken ghost chilli peppers coriander powder turmeric powder garam masala powder
"Cauliflower Crust Pizza With Pesto, Sundried Tomatoes & Goat Cheese",cauliflower florets sun tomato basil onion powder marinara sauce mozzarella cheese chilli flakes mozzarella cheese goat cheese toppings garlic powder basil pesto parmesan cheese eggs oregano
Chicken Tomato Macaroni Recipe- Pasta with Indian Masalas,tomato paste macaroni pasta fennel coriander ginger garlic paste chillies onion chicken turmeric powder chillies garam masala powder sunflower
Vegetarian Laksa Curry Recipe,cumin powder chillies coriander cloves garlic corn lemon grass stalk rice noodles carrot julienne sunflower sunflower tofu cubes soy sauce chillies yellow bell pepper lemon tofu mint turmeric root beans spring onion bulbs coconut milk mushrooms cashew nuts bean sprouts galangal pearl onion coriander powder
